,team_win,gameDuration,total__stats_kills,total__stats_deaths,total__stats_assists,total__stats_largestKillingSpree,total__stats_largestMultiKill,total__stats_killingSprees,total__stats_longestTimeSpentLiving,total__stats_doubleKills,total__stats_tripleKills,total__stats_quadraKills,total__stats_pentaKills,total__stats_totalDamageDealt,total__stats_magicDamageDealt,total__stats_physicalDamageDealt,total__stats_trueDamageDealt,total__stats_largestCriticalStrike,total__stats_totalDamageDealtToChampions,total__stats_magicDamageDealtToChampions,total__stats_physicalDamageDealtToChampions,total__stats_trueDamageDealtToChampions,total__stats_totalHeal,total__stats_totalUnitsHealed,total__stats_damageSelfMitigated,total__stats_damageDealtToObjectives,total__stats_visionScore,total__stats_timeCCingOthers,total__stats_totalDamageTaken,total__stats_magicalDamageTaken,total__stats_physicalDamageTaken,total__stats_trueDamageTaken,total__stats_goldEarned,total__stats_goldSpent,total__stats_inhibitorKills,total__stats_totalMinionsKilled,total__stats_neutralMinionsKilled,total__stats_neutralMinionsKilledTeamJungle,total__stats_neutralMinionsKilledEnemyJungle,total__stats_totalTimeCrowdControlDealt,total__stats_champLevel,total__stats_visionWardsBoughtInGame,total__stats_wardsPlaced,total__stats_wardsKilled,teams_firstBlood,teams_firstTower,teams_firstInhibitor,teams_firstBaron,teams_firstDragon,teams_firstRiftHerald,teams_towerKills,teams_inhibitorKills,teams_baronKills,teams_dragonKills
739,0,1892,29,40,48,15,8,7,2191,3,1,0,0,714079,163035,459265,91777,1777,94375,23063,61115,10194,32752,13,104563,33250,161,272,128331,43663,79572,5093,59887,56500,0,675,146,104,9,1228,78,22,63,23,1,0,0,0,1,0,0,0,3,0
740,1,1605,34,19,54,20,8,7,3483,3,1,0,0,525594,114083,387798,23711,695,82139,30183,48645,3308,38432,11,86456,55382,108,57,96276,3640,84722,7911,54057,48875,1,532,140,98,8,910,72,8,43,12,1,0,1,1,0,0,1,1,2,0
741,0,1605,18,34,23,13,6,4,2611,1,0,0,0,489364,12929,436968,39465,2421,65616,1667,59035,4911,30531,10,53844,54405,104,72,103969,31465,69194,3308,46470,43775,0,501,160,104,12,448,64,6,40,10,0,1,0,0,1,1,0,0,2,2
742,1,1374,33,4,38,31,7,5,1071,3,0,0,0,445381,93138,321668,30572,992,52652,9386,40063,3199,33811,12,37786,43355,127,46,70628,35928,32881,1816,47511,42775,0,523,160,77,42,630,62,9,41,21,1,1,0,0,1,1,0,0,2,1
743,0,1374,4,33,9,0,3,0,2242,0,0,0,0,301220,185210,97104,18901,332,45820,34190,9811,1816,10568,5,29856,4478,88,78,65648,9962,52483,3199,30860,27250,0,484,56,43,0,869,53,10,54,10,0,0,0,0,0,0,0,0,0,0
744,1,2077,39,33,61,12,7,10,2258,3,0,0,0,892964,346425,480502,66032,1394,110536,43072,58321,9139,52625,13,145357,76533,199,182,138661,56464,70236,11956,71961,66170,2,749,263,147,49,1338,84,26,69,40,1,0,1,0,1,1,2,1,4,1
745,0,2077,33,39,58,15,7,10,2816,1,1,0,0,591538,202151,316545,72835,1135,102751,53101,37783,11863,23879,8,100973,35514,187,108,138135,45147,83846,9138,60786,58380,0,571,143,102,8,1150,76,37,90,21,0,1,0,1,0,0,0,1,1,0
746,1,2132,42,39,85,16,10,11,2617,6,2,1,0,804431,436436,316667,51326,891,128524,71503,51192,5824,58709,15,199313,69331,218,199,180499,50504,116804,13186,71326,68325,1,732,219,127,31,1765,83,16,99,21,1,1,0,0,1,1,1,0,3,2
747,0,2132,39,42,70,15,9,11,3686,6,1,0,0,705169,166495,487489,51179,2050,139678,45144,83044,11483,44899,12,131549,48794,176,170,160375,74231,80301,5838,68095,65240,1,640,160,104,24,1740,78,20,53,27,0,0,1,1,0,0,1,1,2,0
748,1,1613,25,19,32,12,6,2,2386,2,0,0,0,601988,129853,433647,38485,1408,64370,20329,38982,5056,26518,11,58338,61079,144,86,87097,36667,47831,2598,51488,48105,0,594,209,123,24,1047,68,17,55,22,1,1,0,0,1,1,0,0,2,2
749,0,1613,19,25,15,6,6,3,3070,1,0,0,0,499000,217233,208766,73000,387,62031,34974,24454,2599,26265,8,66773,19462,97,69,89054,22580,61415,5055,43440,41193,0,606,145,112,4,1022,66,13,41,14,0,0,0,0,0,0,0,0,2,0
750,1,2278,36,29,82,18,7,9,3397,2,0,0,0,896281,486843,341807,67625,840,111025,73769,30113,7140,35634,15,124610,64232,228,179,108603,26085,75767,6746,73725,65310,1,826,214,157,10,2731,86,30,96,34,0,0,1,0,0,0,1,1,2,0
751,0,2278,29,36,26,12,5,6,2968,0,0,0,0,882069,215983,634023,32062,1606,77279,23238,51293,2747,44797,11,132685,62741,218,58,147874,76179,64549,7140,71445,80685,0,815,276,187,17,1014,81,40,88,43,1,1,0,1,1,1,0,1,3,1
752,1,1513,21,11,33,14,6,6,2085,1,0,0,0,548290,154892,372928,20466,2325,57902,25062,29275,3559,28960,10,58779,48065,113,82,71496,19865,49246,2380,48550,40970,2,575,176,102,36,1054,65,12,56,24,1,1,1,0,1,0,2,0,3,0
753,0,1513,11,21,14,7,6,2,3131,1,0,0,0,400513,172708,186159,41641,318,41783,18253,21145,2380,23031,6,43469,24929,125,84,79740,26315,49863,3558,39722,40618,0,515,108,78,0,729,59,15,58,18,0,0,0,0,0,1,0,0,0,1
754,1,2035,43,20,60,28,9,7,3560,8,1,0,0,764499,376549,363257,24692,1349,122388,66676,51760,3947,53416,7,89641,77863,192,118,125231,52117,63174,9935,68950,64535,1,649,243,141,55,915,82,25,74,27,0,0,1,1,0,0,1,2,2,0
755,0,2035,20,43,24,9,4,3,3356,0,0,0,0,654562,290589,239125,124845,431,77172,45663,23569,7936,37337,10,91208,40939,163,123,151190,68936,78306,3946,56358,54210,0,712,187,113,19,1094,73,23,66,25,1,1,0,0,1,1,0,0,3,1
756,1,1656,39,13,33,21,9,9,2950,4,0,0,0,625133,141344,459393,24392,1370,83510,28171,51440,3894,32101,7,61762,52009,144,90,92506,18347,70196,3957,57134,51580,2,620,201,92,63,887,70,15,45,21,1,1,1,0,1,1,2,0,3,1
757,0,1656,13,39,15,7,4,3,2047,0,0,0,0,575474,87750,207938,279782,593,64344,17137,43247,3959,24665,12,47527,7612,100,145,92190,28171,60120,3894,41966,38805,0,514,84,72,4,803,60,8,54,10,0,0,0,0,0,0,0,0,0,0
