,team_win,gameDuration,avg__stats_kills,avg__stats_deaths,avg__stats_assists,avg__stats_largestKillingSpree,avg__stats_largestMultiKill,avg__stats_killingSprees,avg__stats_longestTimeSpentLiving,avg__stats_doubleKills,avg__stats_tripleKills,avg__stats_quadraKills,avg__stats_pentaKills,avg__stats_totalDamageDealt,avg__stats_magicDamageDealt,avg__stats_physicalDamageDealt,avg__stats_trueDamageDealt,avg__stats_largestCriticalStrike,avg__stats_totalDamageDealtToChampions,avg__stats_magicDamageDealtToChampions,avg__stats_physicalDamageDealtToChampions,avg__stats_trueDamageDealtToChampions,avg__stats_totalHeal,avg__stats_totalUnitsHealed,avg__stats_damageSelfMitigated,avg__stats_damageDealtToObjectives,avg__stats_visionScore,avg__stats_timeCCingOthers,avg__stats_totalDamageTaken,avg__stats_magicalDamageTaken,avg__stats_physicalDamageTaken,avg__stats_trueDamageTaken,avg__stats_goldEarned,avg__stats_goldSpent,avg__stats_inhibitorKills,avg__stats_totalMinionsKilled,avg__stats_neutralMinionsKilled,avg__stats_neutralMinionsKilledTeamJungle,avg__stats_neutralMinionsKilledEnemyJungle,avg__stats_totalTimeCrowdControlDealt,avg__stats_champLevel,avg__stats_visionWardsBoughtInGame,avg__stats_wardsPlaced,avg__stats_wardsKilled,teams_firstBlood,teams_firstTower,teams_firstInhibitor,teams_firstBaron,teams_firstDragon,teams_firstRiftHerald,teams_towerKills,teams_inhibitorKills,teams_baronKills,teams_dragonKills
328,1,1502,4.6,2.8,6.6,2.4,1.8,1.4,936.4,0.6,0.4,0.0,0.0,121922.6,40358.4,72452.6,9110.6,313.4,12936.2,5959.4,5670.4,1305.6,5319.0,2.2,10928.6,14562.4,29.2,16.0,16033.8,5486.8,9713.8,832.4,10398.6,10130.0,0.4,125.6,43.2,23.8,8.4,125.0,13.8,3.0,10.2,4.8,1,1,1,1,1,1,2,1,3,2
329,0,1502,2.8,4.8,5.8,1.4,0.8,0.6,619.4,0.0,0.0,0.0,0.0,80473.8,36912.0,38923.0,4638.2,127.4,10128.6,5025.4,4270.0,832.6,3123.0,2.4,12426.4,1104.2,25.4,14.4,16769.4,6466.0,8997.0,1305.6,8250.6,7867.0,0.0,113.8,25.0,21.0,0.0,197.6,12.6,3.6,10.2,2.8,0,0,0,0,0,0,0,0,0,0
330,1,1019,3.8,1.4,4.0,2.6,1.2,0.8,318.8,0.2,0.0,0.0,0.0,50433.6,11697.8,36517.0,2218.6,463.6,7427.4,2319.2,4667.4,440.4,3472.6,1.2,4475.6,4220.6,14.4,13.8,8561.8,1881.2,6077.8,602.2,6177.6,5015.0,0.0,70.8,15.8,9.2,1.8,103.6,10.4,2.4,7.0,2.2,1,1,0,0,1,0,0,0,1,0
331,0,1019,1.4,3.8,1.0,0.4,0.8,0.2,504.0,0.0,0.0,0.0,0.0,38638.2,7096.0,25988.8,5552.4,54.4,5065.0,1690.0,2772.2,602.4,1893.0,1.4,5238.6,2992.2,13.0,12.4,9746.0,2599.0,6706.2,440.2,4873.2,4519.0,0.0,60.8,14.8,10.4,2.0,101.8,9.0,1.4,6.0,2.2,0,0,0,0,0,1,0,0,0,1
332,1,1313,7.0,4.6,8.4,2.8,1.6,1.8,421.6,0.6,0.2,0.0,0.0,79994.6,37087.2,38982.4,3924.2,0.0,14398.4,6952.8,6983.4,462.0,4412.2,1.0,8698.6,10313.6,26.4,18.2,16410.8,7069.4,8901.6,439.0,9622.0,8032.0,0.0,92.0,23.8,11.2,5.0,150.0,12.6,2.2,10.4,3.4,1,1,0,1,0,0,0,1,1,1
333,0,1313,4.6,7.0,6.0,1.4,1.6,1.2,358.2,0.6,0.0,0.0,0.0,75801.6,20371.4,48946.2,6483.2,71.6,12591.8,6699.8,5452.0,439.4,4466.2,1.6,13051.2,4327.0,19.8,16.0,18885.6,7244.6,11178.4,461.6,7837.2,7849.0,0.0,86.4,22.0,12.4,5.0,222.2,11.4,1.8,9.8,2.0,0,0,0,0,1,1,0,0,2,1
334,1,915,4.2,2.0,5.0,2.2,1.4,1.2,524.6,0.2,0.2,0.0,0.0,44538.6,17904.2,23678.8,2954.8,76.0,7248.6,2293.2,4432.2,522.6,3907.6,2.0,4884.2,3119.6,15.2,10.6,8924.4,1817.0,6677.8,428.4,6518.2,5020.0,0.0,72.6,11.4,7.0,1.0,83.6,9.6,1.8,6.8,2.4,1,1,0,0,1,0,0,0,2,0
335,0,915,2.0,4.2,2.4,0.4,1.0,0.2,412.2,0.0,0.0,0.0,0.0,38620.8,10229.6,26719.4,1671.2,0.0,6167.4,1459.0,4305.8,402.2,1870.8,1.8,4019.8,355.2,10.2,7.2,8989.2,2388.8,6077.0,522.4,5015.6,4660.0,0.0,64.8,14.4,9.8,1.4,88.8,9.0,2.2,5.2,1.8,0,0,0,0,0,0,0,0,0,0
336,1,195,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4881.0,1390.4,3287.0,203.2,0.0,265.4,48.0,188.8,28.4,330.8,1.0,291.4,130.0,0.2,0.4,705.2,147.2,557.8,0.0,1052.4,500.0,0.0,7.8,4.8,4.2,0.0,7.6,3.0,0.0,0.2,0.0,1,0,0,0,0,0,0,0,0,0
337,0,195,0.0,0.2,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,0.0,3743.6,524.8,3067.4,151.2,51.2,230.4,75.0,155.2,0.0,249.8,0.6,254.4,127.0,0.6,0.6,613.0,47.8,536.4,28.4,924.2,400.0,0.0,7.4,2.4,1.8,0.0,12.6,2.4,0.0,0.6,0.0,0,0,0,0,0,0,0,0,0,0
338,1,1804,5.6,6.2,9.4,2.2,1.4,1.6,536.0,0.8,0.0,0.0,0.0,133224.4,37494.8,90406.8,5321.8,142.2,18794.2,6438.0,11138.8,1216.6,10542.0,2.6,16476.4,9712.6,37.0,15.4,29837.4,11893.2,17719.8,224.0,12149.4,10621.6,0.0,139.6,36.6,25.2,3.4,136.2,15.4,4.8,13.2,6.4,1,0,1,1,1,0,1,1,1,0
339,0,1804,6.2,5.6,8.4,4.0,1.0,1.0,905.6,0.6,0.0,0.0,0.0,118223.0,45544.4,67578.4,5099.6,151.6,22808.8,11132.2,11452.4,224.0,7173.6,1.6,19624.2,11337.4,34.6,20.8,23535.0,6684.8,15632.4,1216.6,11306.8,10851.0,0.0,117.4,31.4,21.0,1.4,218.0,14.2,7.4,15.4,5.2,0,1,0,0,0,1,0,0,3,2
340,1,1792,6.0,4.2,15.0,2.4,1.6,1.2,863.2,0.4,0.2,0.0,0.0,114206.2,35238.6,57204.0,21762.6,330.2,19212.6,9107.6,8670.6,1433.6,6644.6,2.2,19913.8,9128.4,35.6,37.4,21197.0,5879.0,14563.4,753.6,11404.8,10757.6,0.0,116.8,35.4,22.8,3.2,227.4,14.6,5.0,13.8,6.2,1,0,0,0,0,1,0,1,1,1
341,0,1792,4.0,6.0,7.4,3.0,1.4,1.0,706.8,1.0,0.0,0.0,0.0,115920.6,28814.4,83011.4,4093.8,85.8,15908.0,5290.8,9862.4,754.0,10751.8,1.8,17115.6,9748.8,33.2,23.2,25934.8,9911.8,14588.4,1433.4,10713.2,10280.0,0.0,120.8,39.0,26.4,3.8,181.8,14.0,4.6,13.8,6.2,0,1,0,1,1,0,0,1,3,0
342,1,1692,5.2,4.4,7.8,3.0,1.2,0.8,628.4,0.6,0.0,0.0,0.0,112371.2,51658.4,50861.4,9850.6,130.4,14202.0,8211.2,4989.2,1000.4,5394.0,2.0,12576.0,11272.6,31.0,18.6,17167.6,5060.6,11342.8,763.0,10879.4,10621.8,0.2,110.4,31.2,20.6,3.2,151.2,14.0,4.6,12.6,5.6,0,0,1,1,0,1,1,1,3,1
